smiles,n_success_mut,n_failures_mut,silly_walks,total,obj_computation_time,history_data
CC(=O)Oc1ccccc1C(=O)O,534,466,0.0,0.0,0.0006124973297119141,CC(=O)Oc1ccccc1C(=O)O
CC(=O)Oc1cccc(O)c1C=O,4,0,0.0,0.0,0.0005164146423339844,CC(=O)Oc1ccccc1C(=O)O|RmA-12_AddA-38
O=C(O)c1cc2ccc1OCC2,3,0,0.0,0.0,0.0005412101745605469,CC(=O)Oc1ccccc1C(=O)O|RmA-2_ChB-708
O=C1CC(=O)c2ccccc2O1,3,0,0.0,0.0,0.000522613525390625,CC(=O)Oc1ccccc1C(=O)O|RmA-12_AddA-38|ChB-713_RmA-9
NCC(=O)Oc1c(O)cccc1C(=O)O,2,0,0.0,0.0,0.0005717277526855469,CC(=O)Oc1ccccc1C(=O)O|AddA-5_AddA-26
O=Cc1c(O)c(O)cc2c1OC(=O)C2,2,0,0.0,0.0,0.0005781650543212891,CC(=O)Oc1ccccc1C(=O)O|RmA-12_AddA-38|ChB-707_AddA-34
COc1ccccc1C(=O)OO,2,0,0.0,0.0,0.0004763603210449219,CC(=O)Oc1ccccc1C(=O)O|RmA-2_ChB-708|RmA-11_AddA-14
CC(=O)c1cc(O)ccc1OC=O,2,0,0.0,0.0,0.0005331039428710938,CC(=O)Oc1ccccc1C(=O)O|RmA-12_AddA-38|ChB-713_RmA-9|ChB-37_AddA-34
O=COc1ccccc1CO,1,0,0.0,0.0,0.0004703998565673828,CC(=O)Oc1ccccc1C(=O)O|RmA-0_RmA-10
O=C1CCc2c(O)cccc2O1,1,0,0.0,0.0,0.0005128383636474609,CC(=O)Oc1ccccc1C(=O)O|RmA-12_AddA-38|RmA-12_ChB-713
COc1cc2c(C)c-2c1C(=O)O,0,0,0.0,0.0,0.0005130767822265625,CC(=O)Oc1ccccc1C(=O)O|RmA-2_ChB-708|ChB-325_ChB-846
CCC(=O)Oc1ccccc1,0,0,0.0,0.0,0.0004475116729736328,CC(=O)Oc1ccccc1C(=O)O|RmA-12_AddA-38|ChB-713_RmA-9|RmA-4_ChB-108
NCC(=O)Oc1ccc(O)cc1C(=O)O,0,0,0.0,0.0,0.0005865097045898438,CC(=O)Oc1ccccc1C(=O)O|AddA-5_AddA-26|AddA-42_RmA-7
NC(=O)c1c(O)c(O)cc2c1OCC2,0,0,0.0,0.0,0.0005714893341064453,CC(=O)Oc1ccccc1C(=O)O|RmA-12_AddA-38|ChB-707_AddA-34|RmA-12_AddA-9
Cc1ccc(C(=O)OO)cc1,0,0,0.0,0.0,0.0004401206970214844,CC(=O)Oc1ccccc1C(=O)O|RmA-2_ChB-708|RmA-11_AddA-14|ChB-706_RmA-1
CCc1cc(O)ccc1OC(N)=O,1,0,0.0,0.0,0.000518798828125,CC(=O)Oc1ccccc1C(=O)O|RmA-12_AddA-38|ChB-713_RmA-9|ChB-37_AddA-34|RmA-2_AddA-45
COc1ccccc1C(=O)O,1,0,0.0,0.0,0.0004432201385498047,CC(=O)Oc1ccccc1C(=O)O|RmA-2_RmA-0
